CODE #,AGE AT REGISTRAION,ZIP CODE,TRAVEL TO ANOTHER ZIPCODE,QUADRANTS WILLING TO TRAVEL TO,INTERESTED IN WORKING OUTSIDE,INTERESTED IN WORKING WITH DRESS CODE,INTERESTED IN WORKING WITH COMPUTERS,CAREER INTEREST CATEGORY 1,CAREER INTEREST CATEGORY 2,LIST OF SKILLS,JOB A,JOB B,JOB C,JOB D,JOB E,JOB F,JOB G,
578356235,15,21205,YES,"WEST, EAST, DOWNTOWN",YES,NO,NO,VISUAL ARTS,RECREATION AND SPORTS,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
112692112,17,21216,YES,"WEST, SOUTH, EAST",NO,YES,YES,HOSPITALITY/TRAVEL,RECREATION AND SPORTS,;SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,
409905530,15,21201,YES,"DOWNTOWN, WEST, EAST, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,VISUAL ARTS,;VISUAL ARTS,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
179945013,18,21212,YES,"SOUTH, EAST, DOWNTOWN",NO,YES,YES,CULINARY ARTS/FOOD SERVICE,STEM,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,
238711643,15,21212,YES,"EAST, SOUTH, NORTH",YES,NO,NO,VISUAL ARTS,CULINARY ARTS/FOOD SERVICE,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
333367560,18,21205,YES,"EAST, WEST, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,NURSING,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
303970639,16,21236,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,YES,GOVERNMENT/PUBLIC SERVICE,AUTO MECHANICS,;SWIMMING,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
223573570,15,21216,YES,"WEST, EAST, NORTH",NO,NO,NO,PRE-SCHOOL CHILDCARE,LEGAL,;POETRY,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
111489905,19,21215,YES,"WEST, EAST, DOWNTOWN",YES,YES,NO,RECREATION AND SPORTS,GRAPHIC DESIGN,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
550879465,20,21214,YES,"EAST, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,ELDERLY SERVICES,,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
205298084,14,21212,YES,"EAST, NORTH",YES,NO,NO,NURSING,STEM,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
478883881,18,21221,YES,"SOUTH, EAST, NORTH",YES,NO,YES,CLERICAL OFFICE WORK,STEM,";VISUAL ARTS; CADD; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
137279920,15,21212,YES,"EAST, SOUTH, NORTH",NO,YES,YES,CUSTODIAL,COMMUNICATION/MEDIA,;POETRY,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
401155680,18,21215,YES,"SOUTH, WEST, EAST, NORTH",YES,YES,NO,PRE-SCHOOL CHILDCARE,COMPUTER INFORMATION TECH,,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
435255659,17,21201,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,RECREATION AND SPORTS,COMMUNICATION/MEDIA,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
324286822,15,21211,YES,"WEST, EAST, NORTH, DOWNTOWN",YES,YES,NO,NURSING,GOVERNMENT/PUBLIC SERVICE,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,
564370843,15,21211,YES,"WEST, EAST",YES,NO,NO,STEM,VISUAL ARTS,;PLAYS INSTRUMENT; DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
475666608,19,21223,YES,"WEST, SOUTH, EAST",YES,NO,NO,PRE-SCHOOL CHILDCARE,MUSICAL ARTS,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
390638003,16,21214,YES,"WEST, EAST, NORTH",NO,YES,YES,BUSINESS/FINANCE,RECREATION AND SPORTS,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,
464844790,17,21211,YES,"WEST, EAST, NORTH",NO,YES,YES,NURSING,RECREATION AND SPORTS,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
269187587,16,21213,YES,"WEST, EAST",YES,NO,NO,PRE-SCHOOL CHILDCARE,TEACHER'S AIDE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
386860496,16,21214,YES,"EAST, WEST, NORTH",YES,NO,NO,RECREATION AND SPORTS,NURSING,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
341647848,16,21223,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,NO,PRE-SCHOOL CHILDCARE,RETAIL (16+ YEAR OLD ONLY),;VISUAL ARTS; POETRY,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
481084212,17,21216,YES,"SOUTH, WEST, EAST, NORTH",YES,YES,YES,HOSPITALITY/TRAVEL,VISUAL ARTS,";VISUAL ARTS; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
108982705,18,21228,YES,"SOUTH, WEST, EAST, DOWNTOWN",YES,YES,NO,PRE-SCHOOL CHILDCARE,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,
373966362,17,21214,YES,"SOUTH, EAST, NORTH, DOWNTOWN",YES,NO,NO,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
406546403,15,21223,YES,"WEST, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
117383007,16,21223,YES,"WEST, EAST",NO,NO,NO,STEM,NURSING,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
585359789,17,21212,YES,"WEST, EAST, DOWNTOWN",YES,NO,NO,PRE-SCHOOL CHILDCARE,COMPUTER INFORMATION TECH,;SWIMMING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
357246031,18,21222,YES,"WEST, EAST, NORTH",YES,NO,NO,STEM,STEM,;PLAYS INSTRUMENT,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
539152561,17,21204,YES,"WEST, DOWNTOWN",NO,YES,YES,ENVIRONMENTAL/GREEN,CLERICAL OFFICE WORK,;PLAYS INSTRUMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
245051891,16,21229,YES,"WEST, SOUTH, EAST",YES,YES,NO,CAMP COUNSELOR,RECREATION AND SPORTS,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
379673060,15,21217,YES,"WEST, EAST, NORTH",NO,YES,YES,COMMUNITY SERVICE,CLERICAL OFFICE WORK,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
355102683,16,21206,YES,"WEST, EAST",NO,YES,YES,COMPUTER INFORMATION TECH,PRE-SCHOOL CHILDCARE,";(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
151612294,15,21214,YES,"SOUTH, EAST, NORTH",YES,NO,NO,CLERICAL OFFICE WORK,TEACHER'S AIDE,;OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,
500505854,14,21215,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,NO,LEGAL,NURSING,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
504413560,16,21214,YES,"EAST, SOUTH, NORTH",NO,YES,YES,VISUAL ARTS,NURSING,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,
192383941,18,21212,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,YES,NURSING,NURSING,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
182198431,17,21224,YES,"WEST, EAST, NORTH",NO,YES,YES,STEM,ELECTRICAL/CARPENTRY,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
270324406,17,21237,YES,"WEST, EAST",NO,NO,YES,ARCHITECTURE,PRE-SCHOOL CHILDCARE,;OFFICE EQUIPEMENT,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
472384702,16,21206,YES,"EAST, WEST, NORTH, DOWNTOWN",NO,YES,NO,GOVERNMENT/PUBLIC SERVICE,GRAPHIC DESIGN,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
268552496,15,21215,YES,"WEST, NORTH",YES,YES,YES,CLERICAL OFFICE WORK,CUSTODIAL,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
330009220,16,21217,YES,"WEST, EAST, NORTH",NO,YES,YES,CAMP COUNSELOR,COMMUNITY SERVICE,;SWIMMING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
115291767,15,21206,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,NO,NO,MUSICAL ARTS,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
525840129,17,21163,YES,"EAST, NORTH",NO,YES,NO,STEM,NURSING,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
220163184,15,21213,YES,"SOUTH, EAST, NORTH, DOWNTOWN",NO,YES,NO,PRE-SCHOOL CHILDCARE,ELDERLY SERVICES,,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
193934711,16,21212,YES,"SOUTH, WEST, EAST, DOWNTOWN",NO,YES,YES,GRAPHIC DESIGN,LEGAL,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
293814407,15,21224,YES,"SOUTH, EAST, DOWNTOWN",NO,YES,YES,STEM,COMMUNICATION/MEDIA,;SWIMMING,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
229201520,20,21212,YES,"SOUTH, EAST, NORTH",NO,YES,NO,COMMUNICATION/MEDIA,PRE-SCHOOL CHILDCARE,;VISUAL ARTS,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
387817131,17,21206,YES,"SOUTH, EAST, NORTH, DOWNTOWN",NO,YES,YES,COMMUNITY SERVICE,COMMUNICATION/MEDIA,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
112713073,17,21211,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,NO,YES,LEGAL,PRE-SCHOOL CHILDCARE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
516972013,16,21237,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,YES,NO,CONSTRUCTION/MANUFACTURING,ELDERLY SERVICES,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
281777496,15,21205,YES,"WEST, EAST, NORTH",NO,YES,YES,NURSING,NURSING,";CADD; (MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
462609395,19,21217,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",YES,NO,NO,CONSTRUCTION/MANUFACTURING,NURSING,;PLAYS INSTRUMENT,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
315201175,14,21237,YES,"EAST, NORTH",YES,NO,NO,RECREATION AND SPORTS,NURSING,;CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,
460254699,17,21201,YES,"SOUTH, WEST, DOWNTOWN",NO,NO,NO,STEM,PRE-SCHOOL CHILDCARE,;PLAYS INSTRUMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,
537596968,17,21163,YES,"SOUTH, WEST",NO,NO,YES,ELDERLY SERVICES,ARCHITECTURE,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
257861164,16,21237,YES,"EAST, WEST, NORTH, DOWNTOWN",NO,YES,NO,GRAPHIC DESIGN,PRE-SCHOOL CHILDCARE,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
445980324,16,21205,YES,"WEST, EAST",NO,YES,YES,CONSTRUCTION/MANUFACTURING,RECREATION AND SPORTS,;OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
140173121,15,21204,YES,"WEST, EAST",YES,NO,NO,PRE-SCHOOL CHILDCARE,CULINARY ARTS/FOOD SERVICE,,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
110329127,15,21205,YES,"SOUTH, WEST, EAST",YES,YES,NO,BUSINESS/FINANCE,VISUAL ARTS,;VISUAL ARTS,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,
444395764,14,21214,YES,"EAST, SOUTH, WEST, NORTH",NO,YES,YES,NURSING,PRE-SCHOOL CHILDCARE,;SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
570775501,17,21212,YES,"SOUTH, EAST, NORTH",YES,YES,NO,NURSING,AUTO MECHANICS,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
333077382,20,21237,YES,"EAST, SOUTH, WEST, NORTH, DOWNTOWN",NO,YES,NO,CAMP COUNSELOR,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
232327474,17,21213,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,NURSING,;POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
519356855,20,21201,YES,"DOWNTOWN, SOUTH, EAST",NO,YES,YES,NURSING,TEACHER'S AIDE,;POETRY,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
398933916,18,21205,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",YES,YES,NO,VISUAL ARTS,MUSICAL ARTS,;VISUAL ARTS; CADD,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
455699477,17,21214,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,PRE-SCHOOL CHILDCARE,RETAIL (16+ YEAR OLD ONLY),";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
410217971,16,21214,YES,"SOUTH, EAST, NORTH, DOWNTOWN",NO,NO,YES,CAMP COUNSELOR,RECREATION AND SPORTS,";(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
585895443,16,21213,YES,"EAST, NORTH",NO,YES,YES,TEACHER'S AIDE,NURSING,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
103963800,21,21228,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,NO,YES,STEM,BUSINESS/FINANCE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
274509712,18,21214,YES,"SOUTH, WEST, EAST, NORTH",NO,NO,YES,VISUAL ARTS,LEGAL,;SWIMMING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
391522366,17,21205,YES,"WEST, EAST",NO,NO,NO,RECREATION AND SPORTS,ELECTRICAL/CARPENTRY,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
378621327,18,21229,YES,"WEST, EAST, NORTH",NO,YES,NO,ARCHITECTURE,PRE-SCHOOL CHILDCARE,;PLAYS INSTRUMENT; POETRY,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
312724624,18,21214,YES,"SOUTH, WEST, EAST",YES,NO,NO,PRE-SCHOOL CHILDCARE,TEACHER'S AIDE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
329619766,16,21212,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,YES,CULINARY ARTS/FOOD SERVICE,LEGAL,";PLAYS INSTRUMENT; (MICROSOFT WORD,POWERPOINT,EXCEL); DANCING",WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,
277866045,14,21217,YES,"WEST, EAST, NORTH",NO,NO,YES,TEACHER'S AIDE,GRAPHIC DESIGN,,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
423674564,14,21215,YES,"WEST, NORTH",NO,YES,NO,GRAPHIC DESIGN,PRE-SCHOOL CHILDCARE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
454300779,18,21217,YES,"WEST, SOUTH, EAST, DOWNTOWN",NO,YES,YES,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,;OFFICE EQUIPEMENT,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
167541622,16,21212,YES,"SOUTH, EAST, NORTH",NO,YES,NO,STEM,STEM,;VISUAL ARTS,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
161486526,17,21229,YES,"WEST, EAST, NORTH",NO,YES,YES,NURSING,GRAPHIC DESIGN,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
395558661,16,21215,YES,"WEST, EAST",NO,NO,NO,VISUAL ARTS,GRAPHIC DESIGN,";OFFICE EQUIPEMENT; (MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
117836952,16,21214,YES,"SOUTH, WEST, EAST, DOWNTOWN",YES,NO,NO,HOSPITALITY/TRAVEL,CONSTRUCTION/MANUFACTURING,;OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,
136987602,16,21205,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,NO,NO,TEACHER'S AIDE,CAMP COUNSELOR,;DANCING,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
406889389,15,21163,YES,"EAST, NORTH",NO,NO,YES,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
255517299,17,21213,YES,"EAST, SOUTH, WEST",NO,YES,YES,CULINARY ARTS/FOOD SERVICE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
356383111,19,21216,YES,"SOUTH, WEST, EAST",YES,NO,NO,COMPUTER INFORMATION TECH,STEM,;OFFICE EQUIPEMENT,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
