Youth ID,Age,Zip,Willing to Travel Outside Zip Code,Side of City,Working Outside,Dress Code,With Computers,Career Interest 1,Career Interest 2,Skills,Job Choice A,Job Choice B,Job Choice C,Job Choice D,Job Choice E,Job Choice F,Job Choice G,Job Choice H,2nd Language
7647,15,21228,No,South,No,No,No,Hospitality/Travel,Communication/Media,,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7649,20,21222,No,Outside City (East),Yes,No,No,Musical Arts,Culinary Arts/Food Service,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
7652,15,21205,No,East,Yes,No,Yes,Recreation And Sports,Recreation And Sports,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7664,18,21227,No,South,No,Yes,No,Pre-School Childcare,Culinary Arts/Food Service,Spoken Word or Poetry,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
7665,20,21229,No,West,No,Yes,No,Hospitality/Travel,Business/Finance,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
7667,17,21224,No,East,Yes,Yes,No,Elderly Services,Teacher's Aide,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
7671,16,21206,No,East,Yes,No,No,Elderly Services,Engineering,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7682,16,21228,No,South,No,Yes,Yes,Hospitality/Travel,Clerical Office Work,"Visual Arts (Drawing, painting, etc), Swimming, Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7704,16,21213,No,East,Yes,No,No,Pre-School Childcare,Recreation And Sports,"Plays an Intrustment, Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
7705,18,21225,No,South,No,No,No,Recreation And Sports,Government/Public Service,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7711,17,21217,No,West,Yes,Yes,No,Nursing,Engineering,"Spanish & English Bilingual, Office Equipment (i.e. copier, fax machine, scanner, etc.)",INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
7712,17,21213,No,East,No,Yes,Yes,Nursing,Elderly Services,CADD (Computer Aided Drafting and Design),NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
7714,21,21212,No,East,No,Yes,No,Community Service,Engineering,"Plays an Intrustment, Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
7716,19,21205,No,East,No,Yes,Yes,Graphic Design,Culinary Arts/Food Service,Plays an Intrustment,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
7718,16,21217,No,West,Yes,No,No,Visual Arts,Camp Counselor,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7719,15,21163,No,Outside City (West),No,No,No,Pre-School Childcare,Graphic Design,"Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7724,14,21224,No,East,Yes,Yes,No,Engineering,Business/Finance,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
7728,16,21213,No,East,No,Yes,Yes,Teacher's Aide,Culinary Arts/Food Service,,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
7733,15,21201,No,Downtown,No,Yes,Yes,Computer Information Tech,Environmental/Green,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,Spanish
7736,20,21204,No,Outside City (East),Yes,No,No,Teacher's Aide,Recreation And Sports,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
7740,18,21228,No,South,No,No,No,Engineering,Pre-School Childcare,"Plays an Intrustment, Visual Arts (Drawing, painting, etc), Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
7747,17,21201,No,Downtown,Yes,No,No,Teacher's Aide,Engineering,"Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7750,17,21222,No,Outside City (East),Yes,Yes,Yes,Custodial,Custodial,Swimming,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7751,15,21211,No,West,Yes,No,No,Pre-School Childcare,Business/Finance,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
7760,17,21163,No,Outside City (West),No,Yes,Yes,Pre-School Childcare,Engineering,CADD (Computer Aided Drafting and Design),NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7764,19,21222,No,Outside City (East),No,Yes,Yes,Recreation And Sports,Engineering,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
7767,19,21217,No,West,Yes,No,No,Teacher's Aide,Electrical/Carpentry,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
7769,16,21217,No,West,No,Yes,Yes,Graphic Design,Pre-School Childcare,"Microsoft Word, Powerpoint, Excel",INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7774,17,21224,No,East,Yes,No,No,Nursing,Pre-School Childcare,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7788,16,21223,No,West,No,Yes,Yes,Pre-School Childcare,Nursing,Spoken Word or Poetry,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7796,17,21215,No,West,No,Yes,Yes,Pre-School Childcare,Pre-School Childcare,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7800,14,21204,No,Outside City (East),No,Yes,Yes,Nursing,Engineering,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,Spanish
7804,19,21211,No,West,No,Yes,Yes,Elderly Services,Camp Counselor,"Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7810,17,21215,No,West,No,Yes,Yes,Nursing,Visual Arts,"Visual Arts (Drawing, painting, etc), CADD (Computer Aided Drafting and Design)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
7812,16,21216,No,West,No,Yes,No,Recreation And Sports,Recreation And Sports,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7821,15,21217,No,West,Yes,No,No,Culinary Arts/Food Service,Auto Mechanics,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7832,16,21228,No,South,No,Yes,Yes,Visual Arts,Clerical Office Work,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7834,17,21216,No,West,Yes,No,No,Teacher's Aide,Computer Information Tech,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7840,16,21224,No,East,No,No,No,Graphic Design,Recreation And Sports,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
7843,16,21237,No,East,No,Yes,Yes,Teacher's Aide,Electrical/Carpentry,"Microsoft Word, Powerpoint, Excel",INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7844,17,21216,No,West,No,Yes,Yes,Architecture,Electrical/Carpentry,Swimming,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7845,15,21228,No,South,Yes,No,No,Computer Information Tech,Communication/Media,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
7846,16,21222,No,Outside City (East),Yes,Yes,No,Musical Arts,Engineering,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7859,14,21222,No,Outside City (East),No,Yes,Yes,Teacher's Aide,Recreation And Sports,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7861,17,21204,No,Outside City (East),No,No,Yes,Pre-School Childcare,Engineering,"Office Equipment (i.e. copier, fax machine, scanner, etc.), Spoken Word or Poetry",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
7863,16,21212,No,East,No,Yes,No,Musical Arts,Recreation And Sports,CADD (Computer Aided Drafting and Design),NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
7865,18,21212,No,East,No,No,No,Government/Public Service,Engineering,,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
7866,15,21223,No,West,Yes,Yes,Yes,Visual Arts,Legal,"Visual Arts (Drawing, painting, etc), Dancing",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7871,19,21237,No,East,Yes,Yes,No,Recreation And Sports,Nursing,Dancing,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7873,20,21222,No,Outside City (East),No,No,No,Construction Trades,Community Service,"Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7875,17,21212,No,East,No,No,Yes,Teacher's Aide,Computer Information Tech,"Plays an Intrustment, CADD (Computer Aided Drafting and Design)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,INTERESTED,INTERESTED,
7878,15,21211,No,West,Yes,No,No,Culinary Arts/Food Service,Nursing,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
7880,17,21213,No,East,Yes,No,No,Legal,Recreation And Sports,Spanish & English Bilingual,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7883,19,21214,No,East,Yes,No,No,Clerical Office Work,Engineering,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7885,15,21213,No,East,No,Yes,Yes,Pre-School Childcare,Visual Arts,"Visual Arts (Drawing, painting, etc)",INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
7887,16,21215,No,West,Yes,No,No,Pre-School Childcare,Pre-School Childcare,Swimming,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7889,17,21215,No,West,No,Yes,No,Pre-School Childcare,Engineering,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7892,18,21204,No,Outside City (East),No,Yes,No,Recreation And Sports,Pre-School Childcare,Swimming,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
7896,15,21217,No,West,No,Yes,Yes,Pre-School Childcare,Pre-School Childcare,,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7899,20,21211,No,West,No,Yes,No,Government/Public Service,Pre-School Childcare,"Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7909,15,21230,No,South,No,Yes,No,Auto Mechanics,Recreation And Sports,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7910,16,21217,No,West,No,Yes,Yes,Pre-School Childcare,Architecture,Spanish & English Bilingual,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
7912,16,21205,No,East,No,Yes,No,Pre-School Childcare,Nursing,"Spanish & English Bilingual, Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
7918,18,21214,No,East,No,Yes,No,Visual Arts,Musical Arts,"Visual Arts (Drawing, painting, etc), CADD (Computer Aided Drafting and Design)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7920,17,21205,No,East,No,No,Yes,Environmental/Green,Hospitality/Travel,,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7923,17,21224,No,East,Yes,No,No,Hospitality/Travel,Environmental/Green,Dancing,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
7932,16,21214,No,East,No,Yes,Yes,Recreation And Sports,Community Service,"Microsoft Word, Powerpoint, Excel, Dancing",INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7933,15,21229,No,West,Yes,No,No,Pre-School Childcare,STEM,Spoken Word or Poetry,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7934,16,21212,No,East,No,Yes,Yes,Recreation And Sports,Legal,Swimming,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7936,14,21230,No,South,Yes,No,No,Government/Public Service,Visual Arts,"Spanish & English Bilingual, Visual Arts (Drawing, painting, etc), Swimming",INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
7940,15,21237,No,East,No,Yes,No,Nursing,Business/Finance,CADD (Computer Aided Drafting and Design),INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
7942,17,21224,No,East,No,Yes,Yes,Culinary Arts/Food Service,Culinary Arts/Food Service,"Spanish & English Bilingual, CADD (Computer Aided Drafting and Design)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
7947,19,21215,No,West,No,No,No,Pre-School Childcare,Pre-School Childcare,,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,
7956,18,21214,No,East,Yes,Yes,No,Architecture,Clerical Office Work,Swimming,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7962,18,21223,No,West,Yes,No,No,Business/Finance,Pre-School Childcare,"Visual Arts (Drawing, painting, etc), Swimming, Microsoft Word, Powerpoint, Excel",INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
7963,17,21212,No,East,No,Yes,Yes,Construction Trades,Engineering,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7968,16,21205,No,East,Yes,No,No,Legal,Engineering,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,Spanish
7969,15,21224,No,East,Yes,No,No,Nursing,Recreation And Sports,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7977,16,21217,No,West,Yes,No,No,Engineering,Architecture,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7982,15,21223,No,West,No,Yes,Yes,Teacher's Aide,Nursing,Dancing,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7983,16,21228,No,South,Yes,No,No,Culinary Arts/Food Service,Business/Finance,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7984,20,21214,No,East,Yes,No,No,Nursing,Recreation And Sports,Plays an Intrustment,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7985,14,21220,No,Outside City (East),No,Yes,Yes,Pre-School Childcare,Visual Arts,,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,Arabic
7987,16,21237,No,East,Yes,Yes,No,Custodial,Visual Arts,"Spanish & English Bilingual, Visual Arts (Drawing, painting, etc), Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
7989,17,21205,No,East,Yes,No,No,Culinary Arts/Food Service,Teacher's Aide,"Microsoft Word, Powerpoint, Excel",INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7990,17,21206,No,East,Yes,Yes,No,Graphic Design,Legal,,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7993,14,21225,No,South,Yes,No,No,Pre-School Childcare,Visual Arts,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
7997,15,21212,No,East,No,Yes,Yes,Pre-School Childcare,Pre-School Childcare,,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
82,15,21216,Yes,"West, South, North, Downtown",Yes,No,No,Visual Arts,Elderly Services,"Visual Arts (Drawing, painting, etc), Swimming",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
83,14,21228,Yes,"South, East, North",Yes,No,No,Culinary Arts/Food Service,Government/Public Service,"Swimming, Dancing",INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
84,15,21201,Yes,"Downtown, West, North",Yes,No,No,Nursing,Communication/Media,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
85,18,21215,Yes,"South, West, East",No,Yes,Yes,Recreation And Sports,Nursing,CADD (Computer Aided Drafting and Design),NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
86,17,21212,Yes,"West, East, North, Downtown",No,No,No,Culinary Arts/Food Service,Nursing,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
88,16,21215,Yes,"West, East, North, Downtown",Yes,Yes,Yes,Hospitality/Travel,Pre-School Childcare,CADD (Computer Aided Drafting and Design),NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
90,17,21217,Yes,"West, East, North, Downtown",No,Yes,No,Legal,Recreation And Sports,"Office Equipment (i.e. copier, fax machine, scanner, etc.)",INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
91,17,21211,Yes,"South, West, North",No,Yes,No,Pre-School Childcare,Pre-School Childcare,CADD (Computer Aided Drafting and Design),NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
92,20,21213,Yes,"East, North",Yes,Yes,Yes,Nursing,STEM,Spanish & English Bilingual,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
94,15,21212,Yes,"South, East, North",No,No,No,Government/Public Service,Engineering,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
95,16,21215,Yes,"West, East",No,No,No,Manufacturing,Pre-School Childcare,Swimming,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
97,14,21228,Yes,"South, West, East, North",No,No,Yes,Computer Information Tech,Elderly Services,"Swimming, Spoken Word or Poetry",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
98,15,21229,Yes,"West, East, North",Yes,No,No,Community Service,Pre-School Childcare,"Office Equipment (i.e. copier, fax machine, scanner, etc.), Microsoft Word, Powerpoint, Excel, Spoken Word or Poetry, Dancing",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
99,16,21212,Yes,"South, West, East",Yes,No,No,Recreation And Sports,Recreation And Sports,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
100,16,21230,Yes,"South, East, North",No,No,Yes,Computer Information Tech,Construction Trades,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
102,18,21201,Yes,"Downtown, South, East, North",Yes,No,No,Computer Information Tech,Community Service,CADD (Computer Aided Drafting and Design),NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
103,19,21224,Yes,"West, East, North",Yes,Yes,Yes,STEM,Teacher's Aide,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,French
