REGISTRATION ID,AGE AT REGISTRAION,ZIP CODE,TRAVEL TO ANOTHER ZIPCODE,QUADRANTS WILLING TO TRAVEL TO,INTERESTED IN WORKING OUTSIDE,INTERESTED IN WORKING WITH DRESS CODE,INTERESTED IN WORKING WITH COMPUTERS,CAREER INTEREST CATEGORY 1,CAREER INTEREST CATEGORY 2,LIST OF SKILLS,JOB A,JOB B,JOB C,JOB D,JOB E,JOB F,JOB G,SECOND LANGUAGE,SECOND LANGUAGE PROFICIENCY,SCHOOL NUMBER,SCHOOL STATUS,HIGHEST GRADE COMPLETED,PRIORITY MATCHING STATUS,
85928,16,21234,YES,"WEST, DOWNTOWN",YES,YES,YES,CULINARY ARTS/FOOD SERVICE,CLERICAL OFFICE WORK,"PLAYS INSTRUMENT;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,,,349,IN SCHOOL - HS OR LESS,GRADE 11,NONE,
85930,20,21216,YES,"NORTH, SOUTH, WEST, DOWNTOWN",YES,YES,YES,GOVERNMENT/PUBLIC SERVICE,BUSINESS/FINANCE,,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,0,NOT ATTENDING SCHOOL - HS GRAD / GED,HS GRAD / DIPLOMA,PREFERRED,
85931,15,21202,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",NO,YES,YES,CLERICAL OFFICE WORK,CAMP COUNSELOR,,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,999,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
85932,21,21216,YES,"NORTH, WEST, DOWNTOWN",YES,YES,NO,BUSINESS/FINANCE,CULINARY ARTS/FOOD SERVICE,"VISUAL ARTS;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,0,NOT ATTENDING SCHOOL - HS GRAD / GED,HS GRAD / DIPLOMA,PREFERRED,
85933,14,21213,YES,"SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN, NORTH",YES,YES,YES,VISUAL ARTS,GRAPHIC DESIGN,"PLAYS INSTRUMENT;VISUAL ARTS;SWIMMING;CADD;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,NOT INTERESTED ,WORK WITH ACCOMMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITH ACCOMMODATION,,,381,IN SCHOOL - HS OR LESS,GRADE 8,MANDATORY,
85936,17,21201,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",YES,YES,YES,TEACHER'S AIDE,PRE-SCHOOL CHILDCARE,DANCING,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,858,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
85938,14,21213,YES,"SOUTH, EAST, WEST, DOWNTOWN",YES,YES,YES,BUSINESS/FINANCE,RECREATION AND SPORTS,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,95,IN SCHOOL - HS OR LESS,GRADE 8,MANDATORY,
85941,15,21206,YES,"NORTH, SOUTH, EAST",YES,YES,YES,NURSING,STEM,"CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY;DANCING",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,999,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
85942,18,21216,YES,WEST,NO,NO,NO,CAMP COUNSELOR,RECREATION AND SPORTS,"PLAYS INSTRUMENT;VISUAL ARTS;SWIMMING;CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,987,IN SCHOOL - POST HS,HS GRAD / DIPLOMA,MANDATORY,
85944,15,21206,YES,"NORTH, SOUTH, EAST, DOWNTOWN, SOUTHEAST, WEST",YES,YES,YES,PRE-SCHOOL CHILDCARE,RECREATION AND SPORTS,"VISUAL ARTS;SWIMMING;CADD;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,382,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
85945,19,21216,YES,WEST,NO,YES,YES,COMMUNICATION/MEDIA,COMMUNICATION/MEDIA,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,325,IN SCHOOL - POST HS,HS GRAD / DIPLOMA,NONE,
85946,19,21216,NO,"WEST, DOWNTOWN",YES,NO,NO,ELDERLY SERVICES,PRE-SCHOOL CHILDCARE,VISUAL ARTS,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,325,IN SCHOOL - POST HS,HS GRAD / DIPLOMA,PREFERRED,
85947,17,21206,YES,"EAST, DOWNTOWN",YES,YES,YES,CULINARY ARTS/FOOD SERVICE,MUSICAL ARTS,"PLAYS INSTRUMENT;VISUAL ARTS;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,410,IN SCHOOL - HS OR LESS,GRADE 10,NONE,
85951,15,21224,YES,SOUTHEAST,YES,NO,NO,RECREATION AND SPORTS,GOVERNMENT/PUBLIC SERVICE,"PLAYS INSTRUMENT;SWIMMING;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,SPANISH,2.INTERMEDIATE (MINIMUM OF 4 YEARS OF LANGUAGE EDUCATION),999,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
85953,14,21206,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",YES,YES,YES,RECREATION AND SPORTS,CULINARY ARTS/FOOD SERVICE,SWIMMING;OFFICE EQUIPMENT;DANCING,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,,,419,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
85954,22,21216,NO,"EAST, WEST, DOWNTOWN",YES,YES,NO,CAMP COUNSELOR,AUTO MECHANICS,,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,858,NOT ATTENDING SCHOOL - DROPOUT,NOT GRADED,MANDATORY,
85955,15,21224,NO,"SOUTHEAST, DOWNTOWN",NO,NO,YES,STEM,COMPUTER INFORMATION TECH,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),999,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
85956,15,21202,NO,"EAST, WEST",NO,YES,YES,AUTO MECHANICS,BUSINESS/FINANCE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),362,IN SCHOOL - HS OR LESS,GRADE 9,PREFERRED,
85958,19,21216,YES,"DOWNTOWN, WEST",NO,YES,YES,GOVERNMENT/PUBLIC SERVICE,COMMUNICATION/MEDIA,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,987,IN SCHOOL - POST HS,SOME COLLEGE,NONE,
85959,20,21216,YES,"EAST, SOUTHEAST, WEST, DOWNTOWN, NORTH, SOUTH",NO,YES,NO,CAMP COUNSELOR,NURSING,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY;DANCING",NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,987,IN SCHOOL - POST HS,SOME COLLEGE,PREFERRED,
85962,15,21224,YES,"WEST, EAST",NO,YES,NO,PRE-SCHOOL CHILDCARE,NURSING,OFFICE EQUIPMENT,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,SPANISH,3.ADVANCED (AP/COLLEGE CLASSES OR NATIVE SPEAKER),407,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
85964,15,21206,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",YES,YES,YES,PRE-SCHOOL CHILDCARE,ENVIRONMENTAL/GREEN,SWIMMING;OFFICE EQUIPMENT;DANCING,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,416,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
85966,17,21224,YES,DOWNTOWN,YES,YES,YES,RETAIL (16+ YEARS OLD ONLY BY JUNE 23RD),CAMP COUNSELOR,VISUAL ARTS;SWIMMING;OFFICE EQUIPMENT,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,,,421,IN SCHOOL - HS OR LESS,GRADE 10,MANDATORY,
85968,17,21224,YES,"DOWNTOWN, WEST",YES,YES,YES,COMMUNICATION/MEDIA,CAMP COUNSELOR,"VISUAL ARTS;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,480,IN SCHOOL - HS OR LESS,GRADE 10,NONE,
85969,21,21216,YES,"EAST, WEST, DOWNTOWN",NO,YES,YES,CAMP COUNSELOR,BUSINESS/FINANCE,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,987,IN SCHOOL - POST HS,SOME COLLEGE,NONE,
85971,16,21224,YES,EAST,YES,YES,NO,CAMP COUNSELOR,COMMUNITY SERVICE,SWIMMING;DANCING,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,429,IN SCHOOL - HS OR LESS,GRADE 10,NONE,
85972,15,21213,YES,"SOUTH, EAST, WEST, DOWNTOWN",YES,YES,YES,CUSTODIAL,RECREATION AND SPORTS,VISUAL ARTS;SWIMMING,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,,,999,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
85974,17,21216,YES,WEST,NO,YES,YES,COMPUTER INFORMATION TECH,CLERICAL OFFICE WORK,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,348,IN SCHOOL - HS OR LESS,GRADE 10,NONE,
85976,16,21224,YES,EAST,NO,NO,YES,RECREATION AND SPORTS,CAMP COUNSELOR,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,427,IN SCHOOL - HS OR LESS,GRADE 10,NONE,
85977,14,21213,YES,"SOUTH, WEST, DOWNTOWN",NO,YES,NO,NURSING,CULINARY ARTS/FOOD SERVICE,,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,76,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
85978,14,21206,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",YES,YES,YES,CAMP COUNSELOR,NURSING,"PLAYS INSTRUMENT;VISUAL ARTS;CADD;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY;DANCING",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,429,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
85979,14,21206,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",YES,YES,YES,GRAPHIC DESIGN,RECREATION AND SPORTS,SWIMMING,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,414,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
85980,19,21216,YES,"EAST, WEST, DOWNTOWN",YES,NO,YES,RECREATION AND SPORTS,PRE-SCHOOL CHILDCARE,"VISUAL ARTS;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,987,IN SCHOOL - POST HS,SOME COLLEGE,PREFERRED,
85983,15,21224,YES,EAST,YES,YES,YES,CONSTRUCTION/MANUFACTURING,BUSINESS/FINANCE,SWIMMING,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,454,IN SCHOOL - HS OR LESS,GRADE 10,PREFERRED,
85984,14,21213,YES,SOUTHEAST,NO,YES,YES,PRE-SCHOOL CHILDCARE,NURSING,DANCING,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,337,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
85985,19,21216,YES,"NORTH, SOUTH, EAST, DOWNTOWN, SOUTHEAST, WEST",NO,NO,NO,PRE-SCHOOL CHILDCARE,CAMP COUNSELOR,"(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,987,IN SCHOOL - POST HS,SOME COLLEGE,NONE,
85987,14,21213,YES,"SOUTHEAST, DOWNTOWN",NO,YES,YES,PRE-SCHOOL CHILDCARE,BUSINESS/FINANCE,DANCING,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,214,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
85989,15,21206,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",YES,YES,YES,STEM,ARCHITECTURE,VISUAL ARTS,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,480,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
85990,16,21224,YES,EAST,NO,NO,NO,PRE-SCHOOL CHILDCARE,CAMP COUNSELOR,,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,382,IN SCHOOL - HS OR LESS,GRADE 10,NONE,
85992,15,21224,YES,EAST,YES,YES,NO,RECREATION AND SPORTS,CAMP COUNSELOR,"SWIMMING;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,,,405,IN SCHOOL - HS OR LESS,GRADE 10,PREFERRED,
85995,16,21206,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",NO,YES,YES,CAMP COUNSELOR,RECREATION AND SPORTS,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,999,IN SCHOOL - HS OR LESS,GRADE 9,MANDATORY,
85997,17,21215,YES,"DOWNTOWN, SOUTH, EAST, SOUTHEAST, WEST, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,NURSING,OFFICE EQUIPMENT,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,454,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
85998,14,21206,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",YES,YES,NO,NURSING,CAMP COUNSELOR,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,999,IN SCHOOL - HS OR LESS,GRADE 9,MANDATORY,
85999,16,21224,YES,"EAST, DOWNTOWN",NO,NO,NO,CUSTODIAL,PRE-SCHOOL CHILDCARE,VISUAL ARTS,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,362,IN SCHOOL - HS OR LESS,GRADE 10,NONE,
86001,15,21224,YES,"EAST, WEST",YES,YES,NO,COMPUTER INFORMATION TECH,RECREATION AND SPORTS,,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,405,IN SCHOOL - HS OR LESS,GRADE 10,NONE,
86003,16,21224,YES,"EAST, WEST",YES,YES,NO,RECREATION AND SPORTS,CAMP COUNSELOR,"CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,454,IN SCHOOL - HS OR LESS,GRADE 10,NONE,
86005,15,21239,YES,EAST,NO,YES,YES,PRE-SCHOOL CHILDCARE,CAMP COUNSELOR,SWIMMING;OFFICE EQUIPMENT,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,,,421,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
86006,16,21224,YES,"EAST, WEST, DOWNTOWN",NO,NO,YES,RETAIL (16+ YEARS OLD ONLY BY JUNE 23RD),LEGAL,"PLAYS INSTRUMENT;SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,480,IN SCHOOL - HS OR LESS,GRADE 10,NONE,
86007,17,21224,YES,"EAST, WEST, DOWNTOWN",YES,YES,YES,CULINARY ARTS/FOOD SERVICE,GRAPHIC DESIGN,VISUAL ARTS;POETRY;DANCING,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,410,IN SCHOOL - HS OR LESS,GRADE 10,NONE,
86008,15,21201,YES,"WEST, DOWNTOWN",NO,YES,YES,RECREATION AND SPORTS,CAMP COUNSELOR,"VISUAL ARTS;SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),348,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
86009,16,21224,YES,"NORTH, SOUTH, EAST, SOUTHEAST, DOWNTOWN",YES,YES,NO,NURSING,STEM,VISUAL ARTS,NOT INTERESTED ,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,NOT INTERESTED ,WORK WITH ACCOMMODATION,NOT INTERESTED ,,,403,IN SCHOOL - HS OR LESS,GRADE 10,NONE,
86010,18,21216,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST",NO,YES,YES,NURSING,HOSPITALITY/TRAVEL,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,987,IN SCHOOL - POST HS,SOME COLLEGE,NONE,
86011,19,21216,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",NO,YES,YES,GOVERNMENT/PUBLIC SERVICE,BUSINESS/FINANCE,"VISUAL ARTS;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,987,IN SCHOOL - POST HS,SOME COLLEGE,NONE,
86012,20,21216,YES,"NORTH, WEST, DOWNTOWN",YES,YES,NO,MUSICAL ARTS,ARCHITECTURE,PLAYS INSTRUMENT;SWIMMING,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,0,NOT ATTENDING SCHOOL - HS GRAD / GED,SOME COLLEGE,PREFERRED,
86013,14,21213,YES,"SOUTHEAST, DOWNTOWN, EAST",NO,YES,YES,GRAPHIC DESIGN,COMPUTER INFORMATION TECH,"CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,236,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
