CODE #,AGE AT REGISTRAION,ZIP CODE,TRAVEL TO ANOTHER ZIPCODE,QUADRANTS WILLING TO TRAVEL TO,INTERESTED IN WORKING OUTSIDE,INTERESTED IN WORKING WITH DRESS CODE,INTERESTED IN WORKING WITH COMPUTERS,CAREER INTEREST CATEGORY 1,CAREER INTEREST CATEGORY 2,LIST OF SKILLS,JOB A,JOB B,JOB C,JOB D,JOB E,JOB F,JOB G,Priority
516279509,17,21228,NO,SOUTH,YES,NO,YES,RECREATION AND SPORTS,MUSICAL ARTS,;POETRY; DANCING,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
299331401,19,21212,NO,EAST,NO,NO,NO,PRE-SCHOOL CHILDCARE,HOSPITALITY/TRAVEL,";VISUAL ARTS; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
464885443,17,21217,NO,WEST,NO,YES,YES,PRE-SCHOOL CHILDCARE,NURSING,";PLAYS INSTRUMENT; (MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,3
429657194,18,21214,NO,EAST,NO,YES,YES,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
195028111,18,21215,NO,WEST,YES,YES,NO,GRAPHIC DESIGN,PRE-SCHOOL CHILDCARE,;DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,2
559352826,17,21229,NO,WEST,NO,YES,NO,TEACHER'S AIDE,ENVIRONMENTAL/GREEN,;SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
408689402,14,21229,NO,WEST,NO,YES,NO,PRE-SCHOOL CHILDCARE,STEM,;CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
285744638,20,21217,NO,WEST,YES,YES,YES,PRE-SCHOOL CHILDCARE,COMPUTER INFORMATION TECH,,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
584445442,17,21211,NO,WEST,YES,NO,NO,CAMP COUNSELOR,STEM,;CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
486529021,15,21206,NO,EAST,NO,YES,YES,NURSING,PRE-SCHOOL CHILDCARE,;PLAYS INSTRUMENT; OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
419248372,16,21213,NO,EAST,NO,NO,NO,CUSTODIAL,COMPUTER INFORMATION TECH,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
181745584,14,21229,NO,WEST,NO,YES,NO,NURSING,VISUAL ARTS,;VISUAL ARTS; DANCING,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
233629549,16,21217,NO,WEST,YES,NO,NO,COMMUNITY SERVICE,STEM,;VISUAL ARTS,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,3
439729833,20,21216,NO,WEST,YES,YES,NO,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,;VISUAL ARTS,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
176148066,17,21228,NO,SOUTH,NO,YES,NO,HOSPITALITY/TRAVEL,PRE-SCHOOL CHILDCARE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
225705387,18,21216,NO,WEST,NO,NO,NO,PRE-SCHOOL CHILDCARE,NURSING,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,3
435505421,15,21214,NO,EAST,YES,NO,NO,PRE-SCHOOL CHILDCARE,CONSTRUCTION/MANUFACTURING,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
231274225,15,21224,NO,EAST,NO,YES,YES,PRE-SCHOOL CHILDCARE,NURSING,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
585537516,15,21212,NO,EAST,YES,NO,NO,HOSPITALITY/TRAVEL,STEM,;DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,2
406462305,17,21217,NO,WEST,NO,YES,YES,PRE-SCHOOL CHILDCARE,ELDERLY SERVICES,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
266527219,16,21212,NO,EAST,YES,YES,NO,PRE-SCHOOL CHILDCARE,CONSTRUCTION/MANUFACTURING,;SWIMMING; DANCING,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,3
526494930,15,21237,NO,EAST,YES,YES,YES,MUSICAL ARTS,VISUAL ARTS,;CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
252091870,14,21237,NO,EAST,NO,NO,YES,STEM,NURSING,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
252109831,16,21217,NO,WEST,YES,YES,NO,CONSTRUCTION/MANUFACTURING,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
567468784,20,21230,NO,SOUTH,YES,NO,NO,RECREATION AND SPORTS,CAMP COUNSELOR,";VISUAL ARTS; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,3
330903699,21,21213,NO,EAST,YES,YES,NO,STEM,CULINARY ARTS/FOOD SERVICE,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
325987676,15,21204,NO,EAST,NO,YES,YES,CUSTODIAL,RETAIL (16+ YEAR OLD ONLY),,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
544364374,16,21214,NO,EAST,NO,YES,NO,STEM,PRE-SCHOOL CHILDCARE,;VISUAL ARTS; CADD,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
531047641,15,21230,NO,SOUTH,NO,NO,YES,RECREATION AND SPORTS,CONSTRUCTION/MANUFACTURING,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
407055386,15,21223,NO,WEST,NO,NO,NO,STEM,NURSING,;SPANISH & ENGLISH BILINGUAL,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,1
509778669,17,21163,NO,WEST,YES,NO,NO,NURSING,TEACHER'S AIDE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,3
498168908,16,21205,NO,EAST,YES,NO,NO,PRE-SCHOOL CHILDCARE,CLERICAL OFFICE WORK,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
399893166,16,21205,NO,EAST,YES,NO,NO,STEM,RECREATION AND SPORTS,;OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
374556228,17,21215,NO,WEST,NO,YES,YES,ELDERLY SERVICES,NURSING,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,3
484455819,16,21215,NO,WEST,NO,YES,YES,ARCHITECTURE,NURSING,";(MICROSOFT WORD,POWERPOINT,EXCEL); POETRY",NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
457813382,19,21216,NO,WEST,YES,YES,YES,BUSINESS/FINANCE,NURSING,;SWIMMING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
367406901,18,21206,NO,EAST,NO,YES,NO,GOVERNMENT/PUBLIC SERVICE,STEM,;CADD; DANCING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
359710263,15,21213,NO,EAST,NO,YES,YES,VISUAL ARTS,COMMUNITY SERVICE,";VISUAL ARTS; (MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,2
316399879,14,21213,NO,EAST,NO,YES,YES,NURSING,CULINARY ARTS/FOOD SERVICE,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
388887255,16,21228,NO,SOUTH,NO,NO,YES,COMPUTER INFORMATION TECH,CULINARY ARTS/FOOD SERVICE,;SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,3
303477346,16,21214,NO,EAST,NO,YES,YES,ENVIRONMENTAL/GREEN,NURSING,;POETRY,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,3
193319676,17,21215,NO,WEST,NO,YES,YES,GRAPHIC DESIGN,NURSING,;DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
284664871,19,21212,NO,EAST,NO,NO,YES,NURSING,BUSINESS/FINANCE,;PLAYS INSTRUMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,3
570343353,17,21207,NO,WEST,NO,NO,NO,COMMUNICATION/MEDIA,CAMP COUNSELOR,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
484866176,19,21215,NO,WEST,NO,YES,YES,STEM,ELDERLY SERVICES,;SWIMMING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,2
329962895,16,21214,NO,EAST,NO,YES,NO,RECREATION AND SPORTS,ENVIRONMENTAL/GREEN,;POETRY,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
317453749,16,21224,NO,EAST,YES,NO,NO,ENVIRONMENTAL/GREEN,VISUAL ARTS,;VISUAL ARTS; SWIMMING; POETRY,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,3
260581053,18,21212,NO,EAST,NO,YES,YES,CLERICAL OFFICE WORK,NURSING,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,3
199751244,14,21215,NO,WEST,NO,YES,YES,NURSING,PRE-SCHOOL CHILDCARE,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
214415457,15,21212,NO,EAST,NO,YES,YES,COMPUTER INFORMATION TECH,CAMP COUNSELOR,;CADD,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
479364683,14,21205,NO,EAST,NO,YES,NO,CLERICAL OFFICE WORK,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,3
253206543,18,21205,NO,EAST,NO,NO,NO,RECREATION AND SPORTS,GOVERNMENT/PUBLIC SERVICE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
485566654,16,21206,NO,EAST,NO,YES,YES,PRE-SCHOOL CHILDCARE,CUSTODIAL,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
548051386,19,21224,NO,EAST,NO,YES,YES,CULINARY ARTS/FOOD SERVICE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
290850772,16,21206,NO,EAST,YES,NO,YES,CONSTRUCTION/MANUFACTURING,STEM,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,3
512101526,14,21214,NO,EAST,NO,YES,YES,VISUAL ARTS,CONSTRUCTION/MANUFACTURING,;VISUAL ARTS; DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
179926221,17,21229,NO,WEST,YES,NO,NO,TEACHER'S AIDE,STEM,;CADD,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
596670549,15,21205,NO,EAST,YES,YES,NO,STEM,VISUAL ARTS,;VISUAL ARTS,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
598346719,16,21212,NO,EAST,NO,YES,YES,CAMP COUNSELOR,NURSING,;PLAYS INSTRUMENT; SWIMMING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
126462653,19,21201,NO,DOWNTOWN,YES,NO,NO,ELDERLY SERVICES,COMMUNICATION/MEDIA,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,3
573640430,17,21214,NO,EAST,YES,YES,YES,PRE-SCHOOL CHILDCARE,CULINARY ARTS/FOOD SERVICE,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
113939792,18,21216,NO,WEST,YES,YES,NO,COMMUNICATION/MEDIA,CAMP COUNSELOR,;DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
547276820,20,21216,NO,WEST,YES,YES,NO,PRE-SCHOOL CHILDCARE,ENVIRONMENTAL/GREEN,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
455135851,16,21211,NO,WEST,YES,NO,YES,TEACHER'S AIDE,RECREATION AND SPORTS,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
335565849,17,21237,NO,EAST,NO,YES,YES,RETAIL (16+ YEAR OLD ONLY),NURSING,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,3
308373709,18,21222,NO,EAST,NO,NO,YES,RECREATION AND SPORTS,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,3
471932905,19,21205,NO,EAST,NO,YES,YES,RETAIL (16+ YEAR OLD ONLY),RETAIL (16+ YEAR OLD ONLY),,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
182567636,19,21212,NO,EAST,NO,NO,YES,NURSING,NURSING,,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
254032431,18,21215,NO,WEST,NO,NO,YES,HOSPITALITY/TRAVEL,VISUAL ARTS,,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,2
448395600,16,21224,NO,EAST,YES,NO,NO,PRE-SCHOOL CHILDCARE,STEM,;SWIMMING; DANCING,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
345943872,17,21228,NO,SOUTH,YES,NO,NO,RECREATION AND SPORTS,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,3
486312944,16,21228,NO,SOUTH,YES,NO,NO,NURSING,MUSICAL ARTS,;CADD; OFFICE EQUIPEMENT,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
502125752,15,21216,NO,WEST,NO,YES,YES,PRE-SCHOOL CHILDCARE,RECREATION AND SPORTS,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
399257135,17,21163,NO,WEST,YES,YES,YES,TEACHER'S AIDE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
466245862,19,21214,NO,EAST,NO,YES,NO,AUTO MECHANICS,PRE-SCHOOL CHILDCARE,;SWIMMING,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
580971745,17,21214,NO,EAST,YES,NO,NO,GOVERNMENT/PUBLIC SERVICE,COMPUTER INFORMATION TECH,;POETRY,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,3
349999479,17,21222,NO,EAST,YES,YES,YES,MUSICAL ARTS,CONSTRUCTION/MANUFACTURING,;CADD; OFFICE EQUIPEMENT,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,3
227957157,21,21209,NO,NORTH,NO,NO,YES,STEM,TEACHER'S AIDE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
509167223,15,21216,NO,WEST,NO,YES,YES,PRE-SCHOOL CHILDCARE,VISUAL ARTS,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
574681535,17,21215,NO,WEST,NO,YES,NO,PRE-SCHOOL CHILDCARE,GRAPHIC DESIGN,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
126299970,15,21214,NO,EAST,NO,YES,YES,RECREATION AND SPORTS,PRE-SCHOOL CHILDCARE,;DANCING,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
167811258,16,21237,NO,EAST,NO,NO,YES,COMPUTER INFORMATION TECH,PRE-SCHOOL CHILDCARE,;DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,1
266464192,17,21215,NO,WEST,NO,YES,NO,ARCHITECTURE,RECREATION AND SPORTS,;CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
378969485,15,21204,NO,EAST,YES,YES,NO,ELDERLY SERVICES,PRE-SCHOOL CHILDCARE,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
589592530,17,21228,NO,SOUTH,NO,YES,YES,PRE-SCHOOL CHILDCARE,NURSING,;POETRY,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
154182061,18,21228,NO,SOUTH,NO,YES,NO,RECREATION AND SPORTS,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
469170458,16,21205,NO,EAST,NO,NO,YES,CUSTODIAL,NURSING,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
326394928,18,21237,NO,EAST,YES,NO,NO,STEM,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,3
385841215,19,21163,NO,WEST,NO,YES,NO,BUSINESS/FINANCE,COMMUNICATION/MEDIA,;SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,2
437715107,14,21163,NO,WEST,NO,NO,NO,RETAIL (16+ YEAR OLD ONLY),CLERICAL OFFICE WORK,;OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
238042603,17,21216,NO,WEST,NO,YES,YES,NURSING,RECREATION AND SPORTS,;CADD; DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
143798297,18,21204,NO,EAST,NO,YES,NO,COMMUNITY SERVICE,STEM,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,3
485788512,18,21223,NO,WEST,NO,YES,YES,NURSING,PRE-SCHOOL CHILDCARE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
415423139,16,21217,NO,WEST,YES,NO,NO,CONSTRUCTION/MANUFACTURING,CULINARY ARTS/FOOD SERVICE,;SWIMMING,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
451822072,16,21212,NO,EAST,YES,YES,YES,BUSINESS/FINANCE,RECREATION AND SPORTS,;OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,3
404808887,18,21224,NO,EAST,NO,YES,NO,ELECTRICAL/CARPENTRY,ENVIRONMENTAL/GREEN,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
